"Данные","Тип","Из","В","Метки","Сумма","Валюта","Сумма в др.валюте","Др.валюта","Повторение","Заметка"
"11.05.2021","Расход","Тинькофф","Продукты","","330,91","RUB","330,91","RUB","Нет","Купил что-то в перекрёстке"
"12.05.2021","Расход","Тинькофф","Продукты","","71,27","RUB","71,27","RUB","Нет","Картошка в пятёрочке"
"13.05.2021","Расход","Тинькофф","Медицина","","621","RUB","621","RUB","Нет","Эриус"
"13.05.2021","Расход","Тинькофф","Транспорт","","45","RUB","45","RUB","Нет","Перевёл маршрутчику деньги"
"13.05.2021","Расход","Тинькофф","Комиссии (black hole)","","30","RUB","30","RUB","Нет","Комиссия за перевод водителю маршрутки"
"13.05.2021","Расход","Тинькофф","Еда","","350","RUB","350","RUB","Нет","Пицца пепперони"
"13.05.2021","Расход","Тинькофф","Еда","","150","RUB","150","RUB","Нет","Вишнёвый морс"
"13.05.2021","Расход","Тинькофф","Еда","","360","RUB","360","RUB","Нет","Ещё пицца"
"13.05.2021","Перевод","Вклад","Тинькофф","Капитализация (тинькофф)","84,16","RUB","84,16","RUB","Нет","Проценты на остаток по счёту"
"13.05.2021","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет","Трамвай домой"
"13.05.2021","Перевод","Вклад","Тинькофф","Капитализация (тинькофф)","962","RUB","962","RUB","Нет","Cashback за апрель"
"14.05.2021","Расход","Тинькофф","Mining","","12546","RUB","12546","RUB","Нет","4 ssd для плоттинга (1 для славы)"
"14.05.2021","Расход","Тинькофф","Продукты","","865,45","RUB","865,45","RUB","Нет","Продукты в перекрёстке"
"15.05.2021","Расход","Тинькофф","Продукты","","1900","RUB","1900","RUB","Нет","Второй заказ еды на дом"
"15.05.2021","Расход","Тинькофф","Транспорт","","113","RUB","113","RUB","Нет","Самокат до пионерской "
"15.05.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","Метро до Василеостровской"
"15.05.2021","Расход","Тинькофф","Продукты","","430","RUB","430","RUB","Нет","Лепёшки"
"15.05.2021","Расход","Тинькофф","Продукты","","229,6","RUB","229,6","RUB","Нет","Всякое в призме"
"15.05.2021","Расход","Тинькофф","Еда","","350","RUB","350","RUB","Нет","Шаурма с лососем"
"15.05.2021","Расход","Cash","Продукты","","150","RUB","150","RUB","Нет","Кукуруза на пионерской"
"16.05.2021","Расход","Тинькофф","Транспорт","Такси","607","RUB","607","RUB","Нет","Такси домой после севкабеля "
"16.05.2021","Расход","Тинькофф","Развлечения","","701","RUB","701","RUB","Нет","Большие покатушки по северу на самокате"
"16.05.2021","Расход","Тинькофф","Еда","","350","RUB","350","RUB","Нет","Шашлык в Сосновке"
"16.05.2021","Расход","Тинькофф","Транспорт","","176","RUB","176","RUB","Нет","Самокат до пионерской"
"16.05.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","Метро на Петроградку"
"16.05.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","Метро назад домой"
"16.05.2021","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет","Трамвай домой"
"16.05.2021","Расход","Тинькофф","Mining","","1517,79","RUB","1517,79","RUB","Нет","PCI to 7 usb "
"16.05.2021","Расход","Тинькофф","Дом","","151,78","RUB","151,78","RUB","Нет","Лента для Проводов"
"16.05.2021","Расход","Тинькофф","Mining","","5720,32","RUB","5720,32","RUB","Нет","Стойки для hdd "
"16.05.2021","Расход","Тинькофф","Mining","","1302,71","RUB","1302,71","RUB","Нет","Кабели питания для hdd"
"16.05.2021","Перевод","Вклад","Тинькофф НС (extra)","Капитализация (тинькофф)","169,1","RUB","169,1","RUB","Нет",""
"16.05.2021","Расход","Сбербанк Deposit","Квартплата/Интернет","ЖКУ","10205,24","RUB","10205,24","RUB","Нет","За апрель. Электричество оплачено на сайте ПЭСБ на сумму 4768,43 (это за март, апрель, возможно, кусок мая + 2 кап рем за апрель и май)"
"17.05.2021","Перевод","Тинькофф","Тинькофф НС (extra)","","70000","RUB","70000","RUB","Нет","Перевод на второй накопительный счёт"
"17.05.2021","Перевод","Другое","Тинькофф","","3316","RUB","3316","RUB","Нет","От славы за твердотельный диск"
"17.05.2021","Расход","Тинькофф","Другое","","250","RUB","250","RUB","Нет","Стрижка"
"18.05.2021","Расход","Тинькофф","Mining","","5979,15","RUB","5979,15","RUB","Нет","Адаптеры sata 5 шт"
"18.05.2021","Расход","Тинькофф","Mining","","534,22","RUB","534,22","RUB","Нет","Кабели питания sata"
"18.05.2021","Расход","Тинькофф","Mining","","760","RUB","760","RUB","Нет","кабели sata с авито"
"18.05.2021","Расход","Тинькофф","Развлечения","","412","RUB","412","RUB","Нет","Фрукты на удельной"
"18.05.2021","Расход","Тинькофф","Транспорт","","169","RUB","169","RUB","Нет","На самокате домой"
"18.05.2021","Расход","Тинькофф","Продукты","","369,98","RUB","369,98","RUB","Нет","Сырники и другое в Пятёрочке"
"19.05.2021","Расход","Тинькофф","Mining","","269,1","RUB","269,1","RUB","Нет","Адаптер sata to usb 1"
"19.05.2021","Расход","Тинькофф","Mining","","269,1","RUB","269,1","RUB","Нет","Адаптер sata to usb 2"
"19.05.2021","Расход","Тинькофф","Mining","","269,1","RUB","269,1","RUB","Нет","Адаптер sata to usb 3"
"19.05.2021","Расход","Тинькофф","Mining","","269,1","RUB","269,1","RUB","Нет","Адаптер sata to usb 4"
"19.05.2021","Расход","Тинькофф","Mining","","269,1","RUB","269,1","RUB","Нет","Адаптер sata to usb 5"
"19.05.2021","Расход","Тинькофф","Mining","","269,1","RUB","269,1","RUB","Нет","Адаптер sata to usb 6"
"19.05.2021","Расход","Тинькофф","Продукты","","1090","RUB","1090","RUB","Нет","Телепицца"
"19.05.2021","Расход","Тинькофф","Продукты","","678,34","RUB","678,34","RUB","Нет","Продукты в Пятёрочке"
"20.05.2021","Расход","Тинькофф","Cryptocurrency","","3000","RUB","3000","RUB","Нет","Купил немножко эфира"
"20.05.2021","Расход","Тинькофф","Квартплата/Интернет","","1640,23","RUB","1640,23","RUB","Нет","Оплата просроченного счёта за интернет"
"20.05.2021","Перевод","ФТИ","Сбербанк Deposit","","8080","RUB","8080","RUB","Нет",""
"20.05.2021","Перевод","Тинькофф НС (extra)","Тинькофф","","80000","RUB","80000","RUB","Нет","Перевод между внутренними счётами "
"20.05.2021","Перевод","Сбербанк Deposit","Тинькофф","","77288,73","RUB","77288,73","RUB","Нет","Перевод с карты Сбербанка"
"21.05.2021","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет","Трамвай с утра из фти "
"21.05.2021","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет","Трамвай до метро"
"21.05.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","На метро до петроградки"
"21.05.2021","Расход","Тинькофф","Развлечения","","7480","RUB","7480","RUB","Нет","Оплата в мона пицца"
